所在地,緯度,経度
神奈川県横浜市鶴見区馬場1-20,35.5064783,139.643376
神奈川県横浜市神奈川区羽沢町1190-3,35.4875858,139.5865752
神奈川県横浜市港北区篠原町2594-2,35.5075088,139.6227574
神奈川県横浜市鶴見区尻手2-312-8,35.5262121,139.6841183
神奈川県横浜市南区堀ﾉ内町1-6-4,35.4287202,139.616582
神奈川県横浜市保土ケ谷区岩井町94-8,35.4403453,139.5971745
神奈川県横浜市保土ケ谷区新井町500-10,35.4905159,139.5579849
神奈川県横浜市戸塚区戸塚町4536-13,35.4021713,139.5226122
神奈川県横浜市戸塚区戸塚町1297-2,35.3792179,139.5259464
神奈川県横浜市磯子区岡村8-15,35.408865,139.6095916
神奈川県横浜市旭区東希望が丘123-13,35.4649672,139.5125894
神奈川県横浜市鶴見区上の宮1-34-3,35.5122366,139.6371231
神奈川県横浜市鶴見区元宮2-769-24,35.5207168,139.679014
神奈川県横浜市戸塚区平戸5-1,35.4267224,139.5698561
神奈川県横浜市戸塚区平戸町567-10,35.4255107,139.5618348
神奈川県横浜市神奈川区白幡上町33,35.4878314,139.6303858
神奈川県横浜市旭区さちが丘136-26,35.4609511,139.529337
神奈川県横浜市鶴見区岸谷3-1735-5,35.5012948,139.6649795
神奈川県横浜市中区本牧町2-315,35.4284862,139.6611525
神奈川県横浜市栄区小菅ケ谷1-10,35.3646048,139.546696
神奈川県横浜市南区別所4-13,35.4132518,139.5824348
神奈川県横浜市港南区笹下5-2,35.3948253,139.5962904
神奈川県横浜市鶴見区尻手2-8,35.5285273,139.6852349
神奈川県横浜市戸塚区上矢部町1763-10,35.4191805,139.5285388
神奈川県横浜市磯子区森4-10,35.3945617,139.6060072
神奈川県横浜市鶴見区馬場2-1065-7,35.5089361,139.6496729
神奈川県横浜市泉区岡津町1387-65,35.4235092,139.5220929
神奈川県横浜市緑区北八朔町1889-31,35.5264295,139.537725
神奈川県横浜市旭区今宿町2684-7,35.4728049,139.5128777
神奈川県横浜市港南区日野5-21,35.3938628,139.5829921
神奈川県横浜市旭区善部町23-24,35.4522129,139.5140614
神奈川県横浜市港北区大倉山3-11,35.5194826,139.6291109
神奈川県横浜市南区蒔田町字谷戸田上990-15,35.4243216,139.6113342
神奈川県横浜市鶴見区上末吉1-435-4,35.5252986,139.667531
神奈川県横浜市港北区師岡町295-20,35.5176897,139.6354988
神奈川県横浜市南区大岡4-2,35.4127784,139.6023433
神奈川県横浜市港南区東永谷3-10,35.4109099,139.5796481
神奈川県横浜市瀬谷区三ツ境42-1,35.4628246,139.5043848
神奈川県横浜市旭区鶴ケ峰1-7-37,35.4722736,139.544657
神奈川県横浜市港南区野庭町270-6,35.3987187,139.5737164
神奈川県横浜市港北区下田町4-2,35.5574779,139.6329358
神奈川県横浜市磯子区磯子6-34,35.4102019,139.6138136
神奈川県横浜市港南区大久保3-39,35.4107765,139.5816386
神奈川県横浜市金沢区釜利谷東3-26,35.3507396,139.6162832
神奈川県横浜市旭区中希望が丘148-4,35.4593714,139.5099662
神奈川県横浜市港南区笹下5-21,35.3925886,139.5950161
神奈川県横浜市保土ケ谷区初音ケ丘35,35.4499287,139.5777373
神奈川県横浜市港北区大豆戸町68-13,35.5185679,139.6350445
神奈川県横浜市鶴見区小野町14,35.4971022,139.6796158
神奈川県横浜市神奈川区入江2-10,35.4909905,139.6487961
神奈川県横浜市金沢区長浜6-28,35.359577,139.6335005
神奈川県横浜市中区本牧原31,35.4229381,139.6679296
神奈川県横浜市戸塚区戸塚町3381-39,35.3943914,139.5237109
神奈川県横浜市南区永田山王台930-14,35.4280405,139.5884862
神奈川県横浜市南区東蒔田町15-8,35.4306832,139.6165471
神奈川県横浜市港北区高田西5-67-3,35.5533453,139.6158849
神奈川県横浜市青葉区美しが丘西2-21-8,35.5894591,139.5300149
神奈川県横浜市南区中村町4-286-2,35.4310108,139.6226512
神奈川県横浜市神奈川区台町18-7,35.4696249,139.6165647
神奈川県横浜市青葉区恩田町1165-237,35.538212,139.4851354
神奈川県横浜市旭区東希望が丘71-30,35.4650594,139.5152534
神奈川県横浜市緑区寺山町745-15,35.4985789,139.5449898
神奈川県横浜市鶴見区北寺尾5-1010-22,35.5143348,139.653818
神奈川県横浜市磯子区森4-3,35.3971342,139.6077595
神奈川県横浜市南区六ツ川1-812-9,35.4269372,139.5832336
神奈川県横浜市港南区港南中央通13,35.4022956,139.5934234
神奈川県横浜市戸塚区戸塚町1862-15,35.3831707,139.5165876
神奈川県横浜市保土ケ谷区天王町2-50-7,35.455709,139.5988139
神奈川県横浜市瀬谷区北新25-39,35.4589042,139.4786418
神奈川県横浜市港北区日吉本町1-1901-9,35.5551315,139.6453487
神奈川県横浜市鶴見区梶山2-553-7,35.5279688,139.6598768
神奈川県横浜市港南区野庭町401-5,35.3952421,139.5746556
神奈川県横浜市港南区東芹が谷1326-22,35.413598,139.5782946
神奈川県横浜市港北区樽町1-22,35.527738,139.6355856
神奈川県横浜市旭区万騎が原148-3,35.4555623,139.5327065
神奈川県横浜市緑区鴨居4-1039-2,35.5054707,139.5668312
神奈川県横浜市神奈川区金港町4,35.4674633,139.6258589
神奈川県横浜市金沢区六浦3-11,35.3300835,139.613017
神奈川県横浜市金沢区富岡西3-1304-55,35.3687895,139.6241707
神奈川県横浜市神奈川区浦島町365,35.4820125,139.6425762
神奈川県横浜市南区蒔田町1011-3,35.4257676,139.6114238
神奈川県横浜市港南区日野南1-32,35.3781744,139.5747121
神奈川県横浜市保土ケ谷区上星川3-21,35.4705144,139.5759062
神奈川県横浜市港南区港南2-26,35.4056074,139.5845049
神奈川県横浜市保土ケ谷区仏向西2,35.464992,139.574314
神奈川県横浜市西区北軽井沢19-69,35.4694817,139.6093011
神奈川県横浜市神奈川区羽沢南2-44,35.4803898,139.5854604
神奈川県横浜市戸塚区汲沢町510-29,35.394101,139.5071036
神奈川県横浜市南区六ツ川1-310-3,35.4256374,139.5886798
神奈川県横浜市鶴見区鶴見中央4-29,35.5079991,139.6795176
神奈川県横浜市緑区長津田町字杉山原2306-3,35.5354719,139.4938883
神奈川県横浜市磯子区田中2-5,35.3832997,139.6026618
神奈川県横浜市旭区万騎が原147-26,35.4551948,139.5318179
神奈川県横浜市鶴見区馬場4-12,35.5068569,139.6584418
神奈川県横浜市旭区笹野台4-55,35.4719706,139.508832
神奈川県横浜市戸塚区南舞岡1-10,35.398576,139.558633
神奈川県横浜市保土ケ谷区境木本町238-5,35.438667,139.5649208
神奈川県横浜市中区豆口台82-3,35.4218032,139.6465262
神奈川県横浜市金沢区東朝比奈1-42,35.3222033,139.6052106
神奈川県横浜市瀬谷区三ツ境153-31,35.4623126,139.4976506
神奈川県横浜市金沢区六浦3-4,35.3295959,139.6119814
神奈川県横浜市泉区中田西4-27,35.402462,139.5051741
神奈川県横浜市保土ケ谷区岩井町153,35.4453485,139.6012083
神奈川県横浜市金沢区釜利谷南1-1363-10,35.339097,139.6111051
神奈川県横浜市緑区鴨居4-58,35.5042156,139.5653188
神奈川県横浜市旭区今宿町2566-53,35.4748455,139.5137129
神奈川県横浜市青葉区美しが丘5-26-8,35.5758736,139.5521867
神奈川県横浜市港北区高田西3-264-59,35.5540535,139.6190716
神奈川県横浜市戸塚区戸塚町5099-21,35.4042536,139.5306843
神奈川県横浜市保土ケ谷区今井町448-9,35.453851,139.5589225
神奈川県横浜市青葉区たちばな台1-11-10,35.5580333,139.5132041
神奈川県横浜市青葉区奈良町2762-226,35.5633765,139.471751
神奈川県横浜市瀬谷区三ツ境92-7,35.4582424,139.5004192
神奈川県横浜市緑区霧が丘2-15-26,35.514678,139.4985051
神奈川県横浜市旭区東希望が丘106-27,35.4612035,139.5141152
神奈川県横浜市戸塚区南舞岡1-31,35.3950777,139.556723
神奈川県横浜市青葉区大場町584-15,35.5691202,139.5353164
神奈川県横浜市中区池袋11-3,35.4212815,139.6502707
神奈川県横浜市神奈川区大口通86-8,35.4936272,139.6435155
神奈川県横浜市港北区日吉5-1308-10,35.5480596,139.6541369
神奈川県横浜市港南区大久保3-1,35.4093775,139.5867344
神奈川県横浜市港南区上永谷1-22,35.4009304,139.5780558
神奈川県横浜市港南区上大岡東1-47,35.4079337,139.6036973
神奈川県横浜市緑区白山1-103-10,35.5091026,139.5607464
神奈川県横浜市港南区港南1-1020-1,35.4055651,139.5897603
神奈川県横浜市南区永田東2-38,35.4364592,139.5940605
神奈川県横浜市神奈川区菅田町1018-15,35.4987676,139.5811035
神奈川県横浜市泉区新橋町1035-4,35.4345303,139.5078964
神奈川県横浜市金沢区釜利谷東2-1,35.3407992,139.6201173
神奈川県横浜市中区根岸加曽台24-8,35.4202431,139.6430249
神奈川県横浜市港南区芹が谷4-27,35.4110533,139.5730403
神奈川県横浜市戸塚区戸塚町4796-3,35.4017349,139.5298309
神奈川県横浜市緑区東本郷4-18,35.5073368,139.5780558
神奈川県横浜市鶴見区市場東中町519-1,35.5190961,139.6857135
神奈川県横浜市旭区川井宿町123-32,35.4966522,139.5162996
神奈川県横浜市港南区上永谷1-35,35.4049916,139.5765431
神奈川県横浜市神奈川区菅田町987-4,35.500317,139.5796124
神奈川県横浜市緑区寺山町362-17,35.507253,139.5377059
神奈川県横浜市旭区善部町99-25,35.4537785,139.5205624
神奈川県横浜市神奈川区片倉5-26,35.4932272,139.6109458
神奈川県横浜市旭区今宿2-36,35.47246,139.5196478
神奈川県横浜市港南区日野中央2-37,35.3838998,139.5839476
神奈川県横浜市磯子区杉田5-26,35.3817867,139.6252065
神奈川県横浜市中区根岸旭台57-11,35.4187798,139.6339568
神奈川県横浜市中区簑沢13-8,35.4236432,139.6354959
神奈川県横浜市保土ケ谷区西谷4-1139-12,35.4768885,139.5642841
神奈川県横浜市神奈川区羽沢南1-20,35.4763763,139.5845845
神奈川県横浜市保土ケ谷区星川1-16-22,35.4577705,139.5965653
神奈川県横浜市緑区長津田1-24,35.5340157,139.5054922
神奈川県横浜市港北区綱島西6-13,35.5411579,139.6380361
神奈川県横浜市港南区日野2-64,35.3999011,139.5858585
神奈川県横浜市南区永田北3-7,35.4407297,139.588964
神奈川県横浜市港北区日吉本町3-1581-6,35.5491163,139.6381955
神奈川県横浜市中区石川町5-220-30,35.4355519,139.6364883
神奈川県横浜市港南区上大岡西3-9,35.404475,139.597206
神奈川県横浜市金沢区六浦5-46,35.3234421,139.6070426
神奈川県横浜市戸塚区秋葉町57-8,35.4219816,139.548859
神奈川県横浜市港北区師岡町440-12,35.5224109,139.6373713
神奈川県横浜市港南区芹が谷5-35,35.4147457,139.56508
神奈川県横浜市緑区上山1-16,35.5092473,139.5523459
神奈川県横浜市保土ケ谷区今井町495-8,35.4528548,139.5573562
神奈川県横浜市栄区小菅ケ谷3-2677-29,35.3716783,139.5540967
神奈川県横浜市磯子区岡村7-33,35.4118842,139.6110255
神奈川県横浜市都筑区南山田2-28-1,35.5570288,139.5915891
神奈川県横浜市瀬谷区阿久和東2-53-3,35.4544101,139.5063916
神奈川県横浜市磯子区岡村8-1188-5,35.4097985,139.6088747
神奈川県横浜市泉区中田南3-6,35.4109751,139.5102633
神奈川県横浜市旭区東希望ケ丘58-16,35.46412,139.5168133
神奈川県横浜市港南区東永谷1-29,35.4095614,139.5800462
神奈川県横浜市港北区綱島上町48-5,35.5353306,139.6256793
神奈川県横浜市南区永田東3-11,35.4387959,139.5991574
神奈川県横浜市神奈川区西寺尾1-7,35.5016635,139.6464048
神奈川県横浜市鶴見区鶴見中央4-10,35.5058338,139.6786153
神奈川県横浜市南区中村町3-204-4,35.4331128,139.6292861
神奈川県横浜市神奈川区東神奈川2-27-1,35.4789049,139.6360737
神奈川県横浜市南区蒔田町977-12,35.4228774,139.6132251
神奈川県横浜市港北区新吉田東1-45,35.5446586,139.6212227
神奈川県横浜市戸塚区汲沢3-2,35.3986128,139.5157507
神奈川県横浜市神奈川区菅田町1548-17,35.5032272,139.5852313
神奈川県横浜市港南区港南2-8,35.4032574,139.5892029
神奈川県横浜市金沢区釜利谷南2-23,35.3346774,139.606724
神奈川県横浜市保土ケ谷区月見台33,35.4492314,139.597246
神奈川県横浜市港南区芹が谷2-18,35.4113408,139.5811882
神奈川県横浜市旭区上白根3-29,35.4966448,139.5390576
神奈川県横浜市青葉区藤が丘2-20-11,35.5423557,139.5222181
神奈川県横浜市港北区小机町322-5,35.5053703,139.5884265
神奈川県横浜市南区六ツ川1-254-4,35.4237649,139.5912754
神奈川県横浜市泉区中田東3-8,35.4134647,139.5107405
神奈川県横浜市栄区鍛冶ケ谷町517-16,35.3750811,139.5594321
神奈川県横浜市戸塚区戸塚町2094-6,35.3854019,139.5199125
神奈川県横浜市磯子区杉田1-1,35.385958,139.618966
神奈川県横浜市西区北軽井沢4-99,35.4716339,139.613419
神奈川県横浜市神奈川区菅田町944-5,35.5010768,139.5800588
神奈川県横浜市保土ケ谷区峰岡町1-7-65,35.4609439,139.600143
神奈川県横浜市金沢区六浦2-10,35.3307709,139.6150882
神奈川県横浜市神奈川区白幡南町19,35.4854042,139.6352469
神奈川県横浜市鶴見区北寺尾3-14,35.5192473,139.6583621
神奈川県横浜市南区別所3-19,35.412341,139.5885659
神奈川県横浜市南区永田東1-34,35.4314469,139.593742
神奈川県横浜市港南区芹が谷2-10,35.4175576,139.5729607
神奈川県横浜市栄区飯島町1879-88,35.3659865,139.5388388
神奈川県横浜市栄区飯島町739-14,35.3744157,139.5317596
神奈川県横浜市港北区日吉2-26,35.5577307,139.6485569
神奈川県横浜市中区海岸通5-51,35.4519731,139.638507
神奈川県横浜市中区本牧三之谷13,35.4202695,139.6652187
神奈川県横浜市鶴見区鶴見中央3-10,35.5101007,139.6870747
神奈川県横浜市南区永田東2-1386-74,35.4351993,139.5948569
神奈川県横浜市緑区中山3-1109-2,35.5145499,139.5471966
神奈川県横浜市港南区日野南4-24,35.3806431,139.5683436
神奈川県横浜市磯子区岡村3-25,35.4223957,139.6124195
神奈川県横浜市戸塚区秋葉町266-42,35.422293,139.5444567
神奈川県横浜市南区別所5-26,35.4347973,139.6154689
神奈川県横浜市磯子区丸山1-16,35.4249219,139.6205854
神奈川県横浜市青葉区荏田町字釈迦堂280-12,35.5583074,139.5598269
神奈川県横浜市西区霞ケ丘56-5,35.4436996,139.617299
神奈川県横浜市栄区小菅ケ谷3-1140-5,35.3716783,139.5540967
神奈川県横浜市港北区日吉本町6-57,35.5534745,139.6262822
神奈川県横浜市緑区中山6-907-17,35.5046721,139.5458851
神奈川県横浜市緑区東本郷6-5,35.5123626,139.5794889
神奈川県横浜市戸塚区戸塚町1975-26,35.3834237,139.5157798
神奈川県横浜市栄区公田町779-13,35.3559524,139.5584104
神奈川県横浜市鶴見区下末吉2-1,35.5180314,139.6751861
神奈川県横浜市瀬谷区本郷4-17-1,35.4786747,139.4819049
神奈川県横浜市泉区和泉町5978-10,35.4288723,139.4996347
神奈川県横浜市中区北仲通6-127,35.4519238,139.6337276
神奈川県横浜市戸塚区舞岡町21-31,35.4116049,139.543921
神奈川県横浜市磯子区栗木2-9,35.3808644,139.6032194
神奈川県横浜市青葉区松風台36-5,35.5464803,139.5048573
神奈川県横浜市鶴見区小野町14-175,35.4970999,139.6799008
神奈川県横浜市旭区鶴ケ峰本町2-49,35.4787397,139.5459003
神奈川県横浜市港南区笹下4-12,35.3885981,139.597246
神奈川県横浜市戸塚区川上町391-20,35.42882,139.5506574
神奈川県横浜市青葉区大場町156-51,35.560369,139.5333336
神奈川県横浜市保土ケ谷区瀬戸ケ谷町79-38,35.4420092,139.5930892
神奈川県横浜市港北区新吉田東5-32,35.5394002,139.6231349
神奈川県横浜市磯子区丸山1-6,35.4245524,139.622617
